# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = simpleLR_model
# start_datetime = 2022-10-23 13:41:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /var/folders/57/xr8vd64j2_qd3ckpnwhjpw_h0000gn/T/tmp9mp0h5ln/g7g5kxd0.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/yyamaguchi/Desktop/programming/BayesianStatistics/src/01_simpleLinearReg/output/simpleLR-20221023224141_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,y_base.1,y_base.2,y_base.3,y_base.4,y_base.5,y_base.6,y_base.7,y_base.8,y_base.9,y_base.10,y_base.11,y_base.12,y_base.13,y_base.14,y_base.15,y_base.16,y_base.17,y_base.18,y_base.19,y_base.20
-94.1967,0.821352,0.227283,3,7,0,95.4589,-252.978,24.7589,74.6405,341.235,341.235,390.753,539.306,564.065,613.582,687.859,737.377,737.377,811.653,811.653,836.412,935.448,1034.48,1133.52,1133.52,1158.28,1183.04,1207.8,1207.8
-92.4426,0.980269,0.234194,3,15,0,98.4053,-111.699,21.5714,88.58,406.014,406.014,449.157,578.585,600.157,643.3,708.014,751.156,751.156,815.871,815.871,837.442,923.727,1010.01,1096.3,1096.3,1117.87,1139.44,1161.01,1161.01
-92.4274,0.470541,0.293811,3,7,0,93.7354,-148.405,22.706,70.6343,396.539,396.539,441.951,578.187,600.893,646.305,714.423,759.835,759.835,827.953,827.953,850.659,941.483,1032.31,1123.13,1123.13,1145.84,1168.54,1191.25,1191.25
-92.933,0.973888,0.196041,3,7,0,93.1557,-171.827,23.2658,68.6674,386.554,386.554,433.085,572.68,595.946,642.478,712.276,758.807,758.807,828.605,828.605,851.871,944.934,1038,1131.06,1131.06,1154.33,1177.59,1200.86,1200.86
-92.4686,0.7917,0.243885,3,7,0,93.4062,-161.333,22.752,69.8821,384.715,384.715,430.219,566.731,589.483,634.987,703.243,748.747,748.747,817.003,817.003,839.755,930.763,1021.77,1112.78,1112.78,1135.53,1158.28,1181.03,1181.03
-92.6215,0.99265,0.24219,4,15,0,92.6632,-69.4135,20.7095,88.6009,427.614,427.614,469.033,593.29,614,655.418,717.547,758.966,758.966,821.094,821.094,841.804,924.642,1007.48,1090.32,1090.32,1111.03,1131.74,1152.45,1152.45
-92.2573,0.680289,0.307949,4,15,0,92.9445,-82.9403,21.0666,73.2149,422.659,422.659,464.792,591.192,612.258,654.392,717.592,759.725,759.725,822.925,822.925,843.991,928.258,1012.52,1096.79,1096.79,1117.86,1138.92,1159.99,1159.99
-93.1848,0.278883,0.266603,4,15,0,95.5467,-35.0399,20.0214,92.7665,445.475,445.475,485.517,605.646,625.668,665.71,725.775,765.818,765.818,825.882,825.882,845.903,925.989,1006.07,1086.16,1086.16,1106.18,1126.2,1146.22,1146.22
-94.1743,0.961171,0.141213,3,15,0,95.2231,-20.4148,20.2003,100.087,464.393,464.393,504.793,625.995,646.195,686.596,747.197,787.597,787.597,848.198,848.198,868.399,949.2,1030,1110.8,1110.8,1131,1151.2,1171.4,1171.4
-93.5658,0.993709,0.17271,4,31,0,96.1177,-210.209,23.4405,90.4867,352.363,352.363,399.243,539.886,563.327,610.208,680.529,727.41,727.41,797.731,797.731,821.172,914.934,1008.7,1102.46,1102.46,1125.9,1149.34,1172.78,1172.78
-94.3891,0.962168,0.219627,3,11,0,96.3275,-218.238,24.6767,80.7732,374.001,374.001,423.355,571.415,596.091,645.445,719.475,768.828,768.828,842.858,842.858,867.534,966.241,1064.95,1163.65,1163.65,1188.33,1213.01,1237.68,1237.68
-93.3926,0.989137,0.268516,2,7,0,95.8605,-177.511,22.778,96.2735,369.161,369.161,414.717,551.384,574.162,619.718,688.052,733.608,733.608,801.942,801.942,824.72,915.832,1006.94,1098.06,1098.06,1120.83,1143.61,1166.39,1166.39
-93.0512,0.941352,0.338981,3,11,0,94.1027,-120.267,22.2705,95.1336,414.225,414.225,458.766,592.389,614.659,659.2,726.012,770.553,770.553,837.364,837.364,859.635,948.717,1037.8,1126.88,1126.88,1149.15,1171.42,1193.69,1193.69
-94.609,0.798882,0.40347,3,7,0,96.2752,-29.4519,20.6632,77.2106,466.466,466.466,507.792,631.772,652.435,693.761,755.751,797.077,797.077,859.067,859.067,879.73,962.383,1045.04,1127.69,1127.69,1148.35,1169.02,1189.68,1189.68
-96.0489,0.199583,0.403821,2,7,0,98.1363,-27.2499,20.4657,124.366,463.927,463.927,504.858,627.652,648.118,689.049,750.447,791.378,791.378,852.775,852.775,873.241,955.103,1036.97,1118.83,1118.83,1139.29,1159.76,1180.23,1180.23
-94.8984,0.97743,0.195769,2,3,0,96.4075,-44.0487,20.4339,116.834,446.366,446.366,487.234,609.838,630.272,671.139,732.441,773.309,773.309,834.611,834.611,855.045,936.781,1018.52,1100.25,1100.25,1120.69,1141.12,1161.55,1161.55
-93.2717,0.887419,0.243395,3,15,0,95.3353,-86.5173,20.7221,93.8598,410.814,410.814,452.258,576.591,597.313,638.757,700.923,742.368,742.368,804.534,804.534,825.256,908.145,991.033,1073.92,1073.92,1094.64,1115.37,1136.09,1136.09
-93.5243,0.809818,0.271282,3,15,0,94.3755,-55.0234,20.9367,95.8778,447.456,447.456,489.33,614.949,635.886,677.759,740.569,782.443,782.443,845.253,845.253,866.189,949.936,1033.68,1117.43,1117.43,1138.37,1159.3,1180.24,1180.24
-95.0981,0.361208,0.275306,4,15,0,96.7163,-88.3494,20.7176,117.809,408.872,408.872,450.307,574.612,595.33,636.765,698.918,740.353,740.353,802.505,802.505,823.223,906.093,988.963,1071.83,1071.83,1092.55,1113.27,1133.99,1133.99
-93.5461,0.99233,0.163014,4,27,0,95.9318,-138.049,22.0045,102.902,390.059,390.059,434.068,566.095,588.099,632.108,698.122,742.131,742.131,808.144,808.144,830.149,918.167,1006.18,1094.2,1094.2,1116.21,1138.21,1160.22,1160.22
-92.7324,0.992594,0.206063,3,15,0,94.5094,-190.89,23.2458,82.9611,367.01,367.01,413.501,552.976,576.222,622.714,692.451,738.943,738.943,808.68,808.68,831.926,924.909,1017.89,1110.88,1110.88,1134.12,1157.37,1180.61,1180.61
-92.3411,0.968343,0.260343,4,15,0,93.2409,-99.4712,21.7125,73.5874,421.629,421.629,465.054,595.329,617.042,660.467,725.604,769.029,769.029,834.167,834.167,855.88,942.73,1029.58,1116.43,1116.43,1138.14,1159.85,1181.57,1181.57
-92.5641,0.989441,0.319263,4,15,0,93.0021,-104.142,21.819,88.8415,419.514,419.514,463.152,594.066,615.885,659.523,724.98,768.618,768.618,834.075,834.075,855.894,943.17,1030.45,1117.72,1117.72,1139.54,1161.36,1183.18,1183.18
-93.4581,0.351593,0.401197,2,7,0,94.2271,-44.8091,19.9122,94.0877,433.084,433.084,472.909,592.382,612.294,652.119,711.855,751.68,751.68,811.416,811.416,831.328,910.977,990.626,1070.28,1070.28,1090.19,1110.1,1130.01,1130.01
-94.3955,0.839302,0.235786,2,7,0,94.9397,-25.4374,20.5772,88.6245,468.416,468.416,509.57,633.034,653.611,694.765,756.497,797.651,797.651,859.383,859.383,879.96,962.269,1044.58,1126.89,1126.89,1147.46,1168.04,1188.62,1188.62
-93.4876,1,0.24782,1,1,0,94.3337,-35.7639,20.5539,87.7627,457.529,457.529,498.636,621.96,642.513,683.621,745.283,786.391,786.391,848.052,848.052,868.606,950.821,1033.04,1115.25,1115.25,1135.81,1156.36,1176.91,1176.91
-93.5093,0.948527,0.3151,4,15,0,93.8504,-179.539,23.7051,73.381,389.384,389.384,436.794,579.024,602.729,650.14,721.255,768.665,768.665,839.78,839.78,863.485,958.306,1053.13,1147.95,1147.95,1171.65,1195.36,1219.06,1219.06
-93.5093,0.210485,0.37664,2,3,0,95.5644,-179.539,23.7051,73.381,389.384,389.384,436.794,579.024,602.729,650.14,721.255,768.665,768.665,839.78,839.78,863.485,958.306,1053.13,1147.95,1147.95,1171.65,1195.36,1219.06,1219.06
-92.9245,0.991561,0.188069,3,11,0,94.3623,-169.425,22.5693,86.2322,372.237,372.237,417.376,552.791,575.36,620.499,688.207,733.345,733.345,801.053,801.053,823.622,913.899,1004.18,1094.45,1094.45,1117.02,1139.59,1162.16,1162.16
-92.8876,0.880313,0.236571,3,11,0,93.8753,-196.547,23.5838,72.0237,369.464,369.464,416.632,558.135,581.719,628.886,699.638,746.805,746.805,817.557,817.557,841.141,935.476,1029.81,1124.15,1124.15,1147.73,1171.31,1194.9,1194.9
-95.7869,0.929103,0.260829,4,31,0,96.1324,-305.078,25.7819,107.858,313.687,313.687,365.251,519.942,545.724,597.288,674.634,726.197,726.197,803.543,803.543,829.325,932.452,1035.58,1138.71,1138.71,1164.49,1190.27,1216.05,1216.05
-94.695,0.643413,0.304448,3,15,0,96.9732,-216.998,24.1753,111.942,363.209,363.209,411.56,556.611,580.787,629.137,701.663,750.014,750.014,822.54,822.54,846.715,943.416,1040.12,1136.82,1136.82,1160.99,1185.17,1209.34,1209.34
-94.5859,0.892791,0.253988,2,7,0,96.284,-222.206,23.4857,99.2393,341.45,341.45,388.422,529.336,552.821,599.793,670.25,717.221,717.221,787.678,787.678,811.164,905.107,999.049,1092.99,1092.99,1116.48,1139.96,1163.45,1163.45
-93.2867,0.835095,0.283974,4,15,0,95.6313,-51.7646,20.1159,93.9266,431.018,431.018,471.25,591.945,612.061,652.293,712.641,752.873,752.873,813.221,813.221,833.337,913.8,994.264,1074.73,1074.73,1094.84,1114.96,1135.08,1135.08
-92.8135,0.892458,0.296666,4,15,0,94.2008,-132.712,21.9132,92.9881,393.204,393.204,437.031,568.51,590.423,634.25,699.989,743.816,743.816,809.555,809.555,831.468,919.121,1006.77,1094.43,1094.43,1116.34,1138.25,1160.17,1160.17
-96.1638,0.49538,0.331344,4,15,0,97.2651,20.8837,19.7166,82.2347,494.081,494.081,533.514,651.813,671.53,710.963,770.113,809.546,809.546,868.695,868.695,888.412,967.278,1046.14,1125.01,1125.01,1144.73,1164.44,1184.16,1184.16
-96.0885,0.837956,0.232864,3,15,0,99.8448,64.7381,18.3486,108.925,505.104,505.104,541.801,651.892,670.241,706.938,761.984,798.681,798.681,853.727,853.727,872.075,945.47,1018.86,1092.26,1092.26,1110.61,1128.96,1147.3,1147.3
-97.1452,0.720694,0.244107,4,23,0,100.481,-206.769,22.4984,90.0748,333.192,333.192,378.189,513.179,535.677,580.674,648.169,693.166,693.166,760.661,760.661,783.159,873.153,963.146,1053.14,1053.14,1075.64,1098.14,1120.63,1120.63
-96.6533,1,0.223266,2,3,0,98.0291,-131.529,23.4706,92.8661,431.766,431.766,478.707,619.531,643.002,689.943,760.355,807.296,807.296,877.708,877.708,901.179,995.062,1088.94,1182.83,1182.83,1206.3,1229.77,1253.24,1253.24
-93.161,1,0.282411,2,7,0,96.111,-171.845,23.2151,96.7858,385.317,385.317,431.747,571.037,594.252,640.682,710.328,756.758,756.758,826.403,826.403,849.618,942.478,1035.34,1128.2,1128.2,1151.41,1174.63,1197.84,1197.84
-92.1697,0.795223,0.356939,2,7,0,93.3859,-148.393,22.4971,81.2976,391.538,391.538,436.532,571.514,594.012,639.006,706.497,751.491,751.491,818.983,818.983,841.48,931.468,1021.46,1111.45,1111.45,1133.94,1156.44,1178.94,1178.94
-92.1697,0.0605523,0.355766,1,3,0,97.4593,-148.393,22.4971,81.2976,391.538,391.538,436.532,571.514,594.012,639.006,706.497,751.491,751.491,818.983,818.983,841.48,931.468,1021.46,1111.45,1111.45,1133.94,1156.44,1178.94,1178.94
-93.0895,0.968696,0.151892,3,15,0,93.3757,-179.681,23.6071,87.7957,386.889,386.889,434.103,575.745,599.352,646.566,717.388,764.602,764.602,835.423,835.423,859.03,953.458,1047.89,1142.31,1142.31,1165.92,1189.53,1213.14,1213.14
-92.8088,0.992499,0.185148,1,3,0,93.2176,-188.531,23.4853,88.7097,375.116,375.116,422.086,562.998,586.483,633.454,703.91,750.88,750.88,821.336,821.336,844.821,938.762,1032.7,1126.64,1126.64,1150.13,1173.62,1197.1,1197.1
-92.0856,0.982819,0.231796,4,15,0,94.8705,-123.308,22.054,80.5874,405.989,405.989,450.097,582.422,604.476,648.584,714.746,758.854,758.854,825.016,825.016,847.07,935.286,1023.5,1111.72,1111.72,1133.77,1155.83,1177.88,1177.88
-92.1275,0.731415,0.286776,2,7,0,92.6921,-134.062,22.3164,80.838,401.533,401.533,446.166,580.065,602.381,647.014,713.963,758.596,758.596,825.546,825.546,847.862,937.128,1026.39,1115.66,1115.66,1137.98,1160.29,1182.61,1182.61
-92.0655,0.616982,0.265769,3,15,0,93.8149,-112.334,21.751,74.0721,409.689,409.689,453.191,583.696,605.447,648.949,714.202,757.704,757.704,822.957,822.957,844.708,931.712,1018.72,1105.72,1105.72,1127.47,1149.22,1170.97,1170.97
-92.969,0.887006,0.216118,4,15,0,94.1958,-158.097,23.1619,88.4082,397.79,397.79,444.113,583.085,606.247,652.571,722.057,768.381,768.381,837.866,837.866,861.028,953.676,1046.32,1138.97,1138.97,1162.13,1185.3,1208.46,1208.46
-92.7132,0.988024,0.239425,4,15,0,93.795,-69.2686,21.1549,83.1719,438.45,438.45,480.759,607.689,628.844,671.154,734.618,776.928,776.928,840.393,840.393,861.548,946.168,1030.79,1115.41,1115.41,1136.56,1157.72,1178.87,1178.87
-93.2204,0.929257,0.297544,3,7,0,93.4398,-87.0962,21.2602,62.2786,423.15,423.15,465.67,593.231,614.492,657.012,720.793,763.313,763.313,827.094,827.094,848.354,933.395,1018.44,1103.48,1103.48,1124.74,1146,1167.26,1167.26
-96.7534,0.431869,0.345586,3,11,0,97.1821,14.2711,19.5322,128.893,483.043,483.043,522.107,639.3,658.833,697.897,756.493,795.558,795.558,854.154,854.154,873.686,951.815,1029.94,1108.07,1108.07,1127.6,1147.14,1166.67,1166.67
-95.2468,0.965636,0.227885,4,15,0,97.9583,-3.52396,19.9361,69.8786,474.943,474.943,514.816,634.433,654.369,694.241,754.05,793.922,793.922,853.73,853.73,873.666,953.411,1033.16,1112.9,1112.9,1132.84,1152.77,1172.71,1172.71
-93.6476,0.398658,0.275823,2,3,0,96.6973,-20.654,20.0824,73.5545,461.325,461.325,501.49,621.984,642.067,682.232,742.479,782.644,782.644,842.891,842.891,862.974,943.304,1023.63,1103.96,1103.96,1124.05,1144.13,1164.21,1164.21
-95.0419,0.802033,0.175459,5,31,0,96.2245,-119.171,21.1094,110.811,387.454,387.454,429.673,556.329,577.439,619.657,682.985,725.204,725.204,788.532,788.532,809.642,894.079,978.517,1062.95,1062.95,1084.06,1105.17,1126.28,1126.28
-96.0229,0.958512,0.17644,4,25,0,96.1281,-92.7097,22.2853,117.453,442.136,442.136,486.707,620.419,642.704,687.274,754.13,798.701,798.701,865.556,865.556,887.842,976.983,1066.12,1155.26,1155.26,1177.55,1199.84,1222.12,1222.12
-94.453,0.942108,0.211734,4,23,0,96.849,-144.924,23.3036,95.1244,414.362,414.362,460.969,600.791,624.095,670.702,740.612,787.22,787.22,857.13,857.13,880.434,973.648,1066.86,1160.08,1160.08,1183.38,1206.68,1229.99,1229.99
-93.8724,1,0.249283,2,3,0,94.4539,-189.948,22.7896,91.3731,357.003,357.003,402.582,539.32,562.109,607.688,676.057,721.636,721.636,790.005,790.005,812.795,903.953,995.112,1086.27,1086.27,1109.06,1131.85,1154.64,1154.64
-95.0477,0.849762,0.313102,4,15,0,96.0801,-71.4784,20.1743,112.163,412.704,412.704,453.053,574.099,594.273,634.622,695.144,735.493,735.493,796.016,796.016,816.19,896.887,977.584,1058.28,1058.28,1078.46,1098.63,1118.8,1118.8
-94.8821,0.7782,0.33189,2,3,0,96.5432,-60.9141,20.5516,118.186,432.323,432.323,473.426,596.736,617.287,658.39,720.045,761.148,761.148,822.803,822.803,843.354,925.561,1007.77,1089.97,1089.97,1110.52,1131.08,1151.63,1151.63
-95.1729,0.997718,0.324584,3,7,0,95.5535,-81.3061,21.1264,122.468,425.728,425.728,467.981,594.739,615.866,658.118,721.498,763.751,763.751,827.13,827.13,848.256,932.762,1017.27,1101.77,1101.77,1122.9,1144.03,1165.15,1165.15
-96.7839,0.880024,0.406029,3,7,0,98.5369,-182.54,22.7809,136.102,364.202,364.202,409.764,546.45,569.231,614.792,683.135,728.697,728.697,797.04,797.04,819.821,910.944,1002.07,1093.19,1093.19,1115.97,1138.75,1161.53,1161.53
-97.4864,0.718244,0.444911,3,11,1,99.1614,-136.35,22.2315,147.564,397.206,397.206,441.669,575.058,597.29,641.753,708.447,752.91,752.91,819.605,819.605,841.836,930.762,1019.69,1108.61,1108.61,1130.85,1153.08,1175.31,1175.31
-96.0898,0.8671,0.406773,3,7,0,99.3874,-201.152,24.3742,122.423,383.83,383.83,432.578,578.824,603.198,651.946,725.069,773.817,773.817,846.94,846.94,871.314,968.811,1066.31,1163.81,1163.81,1188.18,1212.55,1236.93,1236.93
-94.8777,0.559418,0.439218,3,10,1,98.4916,-93.2573,20.9128,116.835,408.65,408.65,450.475,575.952,596.865,638.69,701.428,743.254,743.254,805.992,805.992,826.905,910.556,994.207,1077.86,1077.86,1098.77,1119.68,1140.6,1140.6
-96.061,0.997337,0.336548,3,7,0,96.3846,-38.9729,20.5184,128.183,453.47,453.47,494.507,617.617,638.136,679.173,740.728,781.765,781.765,843.32,843.32,863.839,945.913,1027.99,1110.06,1110.06,1130.58,1151.1,1171.62,1171.62
-96.2167,0.669761,0.420055,3,9,0,98.2533,59.8766,18.1172,117.408,494.69,494.69,530.924,639.627,657.744,693.979,748.331,784.565,784.565,838.917,838.917,857.034,929.503,1001.97,1074.44,1074.44,1092.56,1110.67,1128.79,1128.79
-95.824,0.890845,0.364147,3,7,0,96.5517,59.1907,17.8268,109.862,487.035,487.035,522.688,629.649,647.476,683.13,736.61,772.264,772.264,825.745,825.745,843.572,914.879,986.186,1057.49,1057.49,1075.32,1093.15,1110.97,1110.97
-93.2012,0.770952,0.403554,3,7,0,96.4394,-16.6785,19.5783,82.0236,453.202,453.202,492.358,609.828,629.407,668.563,727.298,766.455,766.455,825.19,825.19,844.768,923.082,1001.4,1079.71,1079.71,1099.29,1118.87,1138.44,1138.44
-93.2012,0.00114172,0.391509,2,3,0,94.7821,-16.6785,19.5783,82.0236,453.202,453.202,492.358,609.828,629.407,668.563,727.298,766.455,766.455,825.19,825.19,844.768,923.082,1001.4,1079.71,1079.71,1099.29,1118.87,1138.44,1138.44
-93.7437,0.976476,0.162196,4,31,0,95.4001,-220.381,24.4306,74.6347,365.953,365.953,414.814,561.397,585.828,634.689,707.981,756.842,756.842,830.134,830.134,854.564,952.286,1050.01,1147.73,1147.73,1172.16,1196.59,1221.02,1221.02
-94.9754,1,0.197715,4,31,0,95.4135,46.498,18.0332,87.5263,479.295,479.295,515.361,623.561,641.594,677.66,731.76,767.826,767.826,821.926,821.926,839.959,912.092,984.225,1056.36,1056.36,1074.39,1092.42,1110.46,1110.46
-93.6748,0.999928,0.247193,4,15,0,96.1655,-40.1031,20.0653,101.25,441.463,441.463,481.594,601.985,622.051,662.181,722.377,762.507,762.507,822.703,822.703,842.768,923.03,1003.29,1083.55,1083.55,1103.62,1123.68,1143.75,1143.75
-95.5408,0.665509,0.308818,2,7,0,95.8168,-53.4191,19.5089,105.478,414.794,414.794,453.811,570.865,590.373,629.391,687.918,726.936,726.936,785.462,785.462,804.971,883.006,961.042,1039.08,1039.08,1058.59,1078.1,1097.6,1097.6
-95.0846,0.756522,0.26699,3,15,0,98.1596,-107.608,21.3806,121.177,405.527,405.527,448.289,576.572,597.953,640.714,704.856,747.618,747.618,811.759,811.759,833.14,918.663,1004.19,1089.71,1089.71,1111.09,1132.47,1153.85,1153.85
-92.9422,0.937262,0.255177,2,7,0,96.2256,-86.4807,21.378,95.2683,426.592,426.592,469.348,597.616,618.994,661.75,725.884,768.64,768.64,832.774,832.774,854.152,939.664,1025.18,1110.69,1110.69,1132.07,1153.44,1174.82,1174.82
-92.8517,0.962261,0.297326,4,15,0,94.5217,-88.4596,20.9681,67.4009,414.774,414.774,456.71,582.519,603.487,645.423,708.327,750.263,750.263,813.167,813.167,834.135,918.008,1001.88,1085.75,1085.75,1106.72,1127.69,1148.66,1148.66
-92.8517,0.00847236,0.355877,1,3,1,97.3821,-88.4596,20.9681,67.4009,414.774,414.774,456.71,582.519,603.487,645.423,708.327,750.263,750.263,813.167,813.167,834.135,918.008,1001.88,1085.75,1085.75,1106.72,1127.69,1148.66,1148.66
-92.4076,0.984528,0.150216,5,31,0,93.2939,-137.973,22.0007,74.6182,390.044,390.044,434.045,566.049,588.05,632.051,698.053,742.055,742.055,808.057,808.057,830.058,918.06,1006.06,1094.07,1094.07,1116.07,1138.07,1160.07,1160.07
-95.1902,0.725146,0.184304,3,15,0,95.5542,-81.2495,21.9503,72.6977,445.557,445.557,489.457,621.159,643.109,687.009,752.86,796.761,796.761,862.611,862.611,884.562,972.363,1060.16,1147.96,1147.96,1169.91,1191.87,1213.82,1213.82
-92.6618,0.987206,0.17038,3,11,0,95.8809,-112.502,21.3135,80.3358,399.022,399.022,441.649,569.53,590.843,633.47,697.411,740.038,740.038,803.978,803.978,825.292,910.546,995.8,1081.05,1081.05,1102.37,1123.68,1144.99,1144.99
-92.8295,0.997952,0.209486,4,17,0,93.1187,-157.801,22.3425,87.5768,378.419,378.419,423.104,557.159,579.501,624.186,691.214,735.899,735.899,802.926,802.926,825.269,914.639,1004.01,1093.38,1093.38,1115.72,1138.06,1160.41,1160.41
-92.8767,0.918469,0.260431,4,15,0,93.6836,-97.4168,20.9665,86.4257,405.779,405.779,447.711,573.51,594.477,636.41,699.309,741.242,741.242,804.142,804.142,825.108,908.974,992.84,1076.71,1076.71,1097.67,1118.64,1139.61,1139.61
-92.4228,0.955569,0.296842,3,11,0,93.8703,-168.995,23.1025,74.2031,385.465,385.465,431.669,570.284,593.387,639.592,708.899,755.104,755.104,824.412,824.412,847.514,939.924,1032.33,1124.74,1124.74,1147.85,1170.95,1194.05,1194.05
-92.601,0.820133,0.352073,3,15,0,92.9849,-55.022,20.6312,83.8327,440.126,440.126,481.388,605.175,625.807,667.069,728.962,770.225,770.225,832.118,832.118,852.749,935.274,1017.8,1100.32,1100.32,1120.95,1141.59,1162.22,1162.22
-92.7045,0.816493,0.360529,3,7,0,93.116,-106.348,21.1836,83.3023,402.058,402.058,444.425,571.526,592.709,635.077,698.627,740.994,740.994,804.545,804.545,825.729,910.463,995.197,1079.93,1079.93,1101.11,1122.3,1143.48,1143.48
-93.7048,0.754194,0.367714,3,7,0,94.3012,-49.4247,20.1657,101.984,434.553,434.553,474.884,595.879,616.044,656.376,716.873,757.205,757.205,817.702,817.702,837.867,918.53,999.193,1079.86,1079.86,1100.02,1120.19,1140.35,1140.35
-92.978,0.337134,0.350665,4,15,0,94.1319,-26.3364,19.8531,81.3458,450.137,450.137,489.843,608.962,628.815,668.521,728.08,767.786,767.786,827.345,827.345,847.198,926.611,1006.02,1085.44,1085.44,1105.29,1125.14,1144.99,1144.99
-93.8519,0.800784,0.213495,4,19,0,95.9537,-146.459,23.0673,99.6682,407.156,407.156,453.291,591.695,614.762,660.897,730.099,776.233,776.233,845.435,845.435,868.503,960.772,1053.04,1145.31,1145.31,1168.38,1191.45,1214.51,1214.51
-93.1194,0.943249,0.214246,3,15,0,94.6148,-131.781,22.0288,99.2541,396.91,396.91,440.968,573.14,595.169,639.227,705.313,749.371,749.371,815.457,815.457,837.486,925.601,1013.72,1101.83,1101.83,1123.86,1145.89,1167.92,1167.92
-92.2489,0.994822,0.250514,3,15,0,94.1923,-87.0074,21.2982,82.4514,424.148,424.148,466.745,594.534,615.832,658.428,722.323,764.919,764.919,828.813,828.813,850.112,935.304,1020.5,1105.69,1105.69,1126.99,1148.29,1169.58,1169.58
-92.911,0.836598,0.309427,3,11,0,93.6001,-195.013,23.253,83.598,363.06,363.06,409.566,549.084,572.337,618.843,688.602,735.108,735.108,804.867,804.867,828.12,921.133,1014.14,1107.16,1107.16,1130.41,1153.66,1176.92,1176.92
-92.434,0.996548,0.322467,2,7,0,94.1674,-135.11,22.5565,75.2444,406.245,406.245,451.358,586.697,609.254,654.367,722.036,767.149,767.149,834.819,834.819,857.375,947.601,1037.83,1128.05,1128.05,1150.61,1173.17,1195.72,1195.72
-92.434,2.53376e-06,0.398648,1,1,0,93.5876,-135.11,22.5565,75.2444,406.245,406.245,451.358,586.697,609.254,654.367,722.036,767.149,767.149,834.819,834.819,857.375,947.601,1037.83,1128.05,1128.05,1150.61,1173.17,1195.72,1195.72
-93.0444,0.987388,0.170064,3,11,0,93.3795,-168.337,22.6678,67.9724,375.69,375.69,421.025,557.032,579.7,625.035,693.039,738.374,738.374,806.377,806.377,829.045,919.716,1010.39,1101.06,1101.06,1123.73,1146.39,1169.06,1169.06
-93.3453,0.902535,0.208261,1,1,0,93.5357,-170.792,22.6533,67.2569,372.886,372.886,418.193,554.112,576.766,622.072,690.032,735.338,735.338,803.298,803.298,825.951,916.564,1007.18,1097.79,1097.79,1120.44,1143.1,1165.75,1165.75
-94.039,0.604183,0.232885,4,31,0,96.1715,-211.289,23.2974,78.6103,347.849,347.849,394.444,534.228,557.526,604.12,674.013,720.608,720.608,790.5,790.5,813.797,906.987,1000.18,1093.37,1093.37,1116.66,1139.96,1163.26,1163.26
-93.1312,0.996885,0.18961,4,31,0,94.7369,-81.0898,20.6053,72.5238,413.438,413.438,454.649,578.281,598.886,640.097,701.913,743.123,743.123,804.939,804.939,825.545,907.966,990.387,1072.81,1072.81,1093.41,1114.02,1134.62,1134.62
-93.1015,0.99683,0.234309,4,15,0,93.8277,-193.391,23.1148,77.9082,361.364,361.364,407.594,546.283,569.397,615.627,684.971,731.201,731.201,800.546,800.546,823.66,916.12,1008.58,1101.04,1101.04,1124.15,1147.27,1170.38,1170.38
-94.385,0.741597,0.289356,3,7,0,95.4955,-257.652,24.9544,74.4992,341.255,341.255,391.164,540.891,565.845,615.754,690.618,740.526,740.526,815.39,815.39,840.344,940.162,1039.98,1139.8,1139.8,1164.75,1189.71,1214.66,1214.66
-92.3278,0.999942,0.272605,4,15,0,95.0384,-71.9496,20.8729,81.8745,429,429,470.746,595.984,616.857,658.603,721.221,762.967,762.967,825.586,825.586,846.459,929.95,1013.44,1096.93,1096.93,1117.81,1138.68,1159.55,1159.55
-93.4584,0.932482,0.337485,3,7,0,93.9812,-111.868,21.682,103.995,408.501,408.501,451.865,581.957,603.639,647.003,712.049,755.414,755.414,820.46,820.46,842.142,928.87,1015.6,1102.33,1102.33,1124.01,1145.69,1167.37,1167.37
-92.8189,0.91128,0.388869,2,7,0,94.8199,-114.003,21.3942,70.2221,399.458,399.458,442.246,570.611,592.005,634.793,698.976,741.764,741.764,805.947,805.947,827.341,912.918,998.494,1084.07,1084.07,1105.47,1126.86,1148.25,1148.25
