# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = simpleLR_model
# start_datetime = 2022-10-23 13:41:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 2000
#     num_warmup = 1000 (Default)
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /var/folders/57/xr8vd64j2_qd3ckpnwhjpw_h0000gn/T/tmp9mp0h5ln/g7g5kxd0.json
# init = 2 (Default)
# random
#   seed = 1
# output
#   file = /Users/yyamaguchi/Desktop/programming/BayesianStatistics/src/01_simpleLinearReg/output/simpleLR-20221023224141_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b,sigma,y_base.1,y_base.2,y_base.3,y_base.4,y_base.5,y_base.6,y_base.7,y_base.8,y_base.9,y_base.10,y_base.11,y_base.12,y_base.13,y_base.14,y_base.15,y_base.16,y_base.17,y_base.18,y_base.19,y_base.20
-93.7371,0.956215,0.105632,9,623,0,95.0065,-126.05,22.1583,59.0006,405.75,405.75,450.066,583.016,605.175,649.491,715.966,760.283,760.283,826.758,826.758,848.916,937.549,1026.18,1114.82,1114.82,1136.97,1159.13,1181.29,1181.29
-93.96,0.950712,0.159696,2,3,0,94.5621,-125.865,22.0599,109.934,403.572,403.572,447.692,580.051,602.111,646.231,712.41,756.53,756.53,822.71,822.71,844.77,933.009,1021.25,1109.49,1109.49,1131.55,1153.61,1175.67,1175.67
-92.4042,0.344146,0.236823,2,7,0,94.231,-125.985,21.715,76.0294,395.176,395.176,438.606,568.897,590.612,634.042,699.187,742.617,742.617,807.762,807.762,829.477,916.337,1003.2,1090.06,1090.06,1111.77,1133.49,1155.2,1155.2
-93.214,0.993504,0.0811801,10,1023,0,95.1468,-87.0336,20.6279,79.3222,408.036,408.036,449.292,573.06,593.688,634.943,696.827,738.083,738.083,799.967,799.967,820.595,903.106,985.618,1068.13,1068.13,1088.76,1109.39,1130.01,1130.01
-97.5853,0.721346,0.133205,6,127,0,98.9306,-93.0815,21.8478,52.9536,431.266,431.266,474.962,606.048,627.896,671.592,737.135,780.831,780.831,846.374,846.374,868.222,955.613,1043,1130.4,1130.4,1152.24,1174.09,1195.94,1195.94
-94.8255,1,0.113802,3,15,0,98.0274,-92.5357,20.3571,91.4198,396.034,396.034,436.748,558.891,579.248,619.962,681.033,721.747,721.747,782.819,782.819,803.176,884.604,966.032,1047.46,1047.46,1067.82,1088.17,1108.53,1108.53
-94.7142,0.879996,0.187875,2,3,0,95.5032,-92.4184,20.5067,103.897,399.742,399.742,440.755,563.795,584.302,625.315,686.835,727.849,727.849,789.369,789.369,809.875,891.902,973.929,1055.96,1055.96,1076.46,1096.97,1117.48,1117.48
-93.7321,1,0.232604,2,5,0,95.4045,-92.2613,21.8592,68.1797,432.359,432.359,476.077,607.232,629.091,672.81,738.387,782.106,782.106,847.683,847.683,869.542,956.979,1044.42,1131.85,1131.85,1153.71,1175.57,1197.43,1197.43
-93.7321,0.0878971,0.379604,1,3,0,93.9338,-92.2613,21.8592,68.1797,432.359,432.359,476.077,607.232,629.091,672.81,738.387,782.106,782.106,847.683,847.683,869.542,956.979,1044.42,1131.85,1131.85,1153.71,1175.57,1197.43,1197.43
-92.7507,0.997967,0.0747742,4,31,0,94.6819,-91.7824,21.5688,91.1843,425.869,425.869,469.006,598.419,619.988,663.126,727.832,770.97,770.97,835.676,835.676,857.245,943.52,1029.8,1116.07,1116.07,1137.64,1159.21,1180.78,1180.78
-93.0625,0.998685,0.12155,10,1023,0,94.9305,-187.926,23.1762,92.6422,368.304,368.304,414.656,553.714,576.89,623.242,692.771,739.123,739.123,808.652,808.652,831.828,924.533,1017.24,1109.94,1109.94,1133.12,1156.3,1179.47,1179.47
-92.6049,0.994081,0.196672,4,23,0,93.356,-188.716,23.3402,75.6386,371.449,371.449,418.13,558.171,581.511,628.192,698.213,744.893,744.893,814.914,814.914,838.254,931.615,1024.98,1118.34,1118.34,1141.68,1165.02,1188.36,1188.36
-92.601,0.133558,0.312986,2,7,0,94.0915,-187.954,23.5035,78.7167,376.129,376.129,423.136,564.157,587.661,634.668,705.178,752.185,752.185,822.696,822.696,846.199,940.213,1034.23,1128.24,1128.24,1151.74,1175.25,1198.75,1198.75
-93.1387,0.997278,0.0712062,9,623,0,94.0638,-203.676,24.042,82.457,373.332,373.332,421.416,565.669,589.711,637.795,709.921,758.005,758.005,830.131,830.131,854.173,950.341,1046.51,1142.68,1142.68,1166.72,1190.76,1214.8,1214.8
-93.5124,0.975553,0.114164,3,15,0,95.2785,-203.58,23.3463,72.4211,356.732,356.732,403.425,543.503,566.849,613.542,683.581,730.274,730.274,800.313,800.313,823.659,917.044,1010.43,1103.82,1103.82,1127.16,1150.51,1173.85,1173.85
-94.5841,0.799517,0.173378,3,7,0,94.7474,-203.832,24.2045,66.9355,377.077,377.077,425.486,570.713,594.917,643.326,715.94,764.349,764.349,836.962,836.962,861.167,957.985,1054.8,1151.62,1151.62,1175.83,1200.03,1224.23,1224.23
-92.9873,0.959176,0.177435,3,7,0,96.1361,-203.952,23.8484,87.5385,368.41,368.41,416.107,559.197,583.045,630.742,702.287,749.984,749.984,821.53,821.53,845.378,940.772,1036.17,1131.56,1131.56,1155.41,1179.26,1203.1,1203.1
-99.3617,0.103499,0.257907,1,3,0,99.6374,-204.05,23.9069,165.894,369.716,369.716,417.53,560.972,584.878,632.692,704.413,752.227,752.227,823.948,823.948,847.855,943.482,1039.11,1134.74,1134.74,1158.64,1182.55,1206.46,1206.46
-92.9546,0.989862,0.0574291,7,159,0,102.464,-189.891,23.4393,69.2367,372.652,372.652,419.53,560.166,583.605,630.484,700.802,747.68,747.68,817.998,817.998,841.437,935.194,1028.95,1122.71,1122.71,1146.15,1169.59,1193.03,1193.03
-94.343,0.971744,0.0894097,10,1023,0,98.1724,-136.941,23.0798,97.7028,416.973,416.973,463.133,601.612,624.691,670.851,740.09,786.25,786.25,855.489,855.489,878.569,970.888,1063.21,1155.53,1155.53,1178.61,1201.69,1224.77,1224.77
-92.5537,1,0.133157,3,7,0,94.5757,-137.328,22.6078,72.2936,405.259,405.259,450.475,586.122,608.73,653.946,721.769,766.985,766.985,834.808,834.808,857.416,947.847,1038.28,1128.71,1128.71,1151.32,1173.93,1196.53,1196.53
-92.5537,0.161894,0.209754,2,7,0,98.3928,-137.328,22.6078,72.2936,405.259,405.259,450.475,586.122,608.73,653.946,721.769,766.985,766.985,834.808,834.808,857.416,947.847,1038.28,1128.71,1128.71,1151.32,1173.93,1196.53,1196.53
-93.0624,0.959908,0.0547813,3,15,0,95.7157,-137.383,22.6837,93.6566,407.026,407.026,452.394,588.496,611.179,656.547,724.598,769.965,769.965,838.017,838.017,860.7,951.435,1042.17,1132.9,1132.9,1155.59,1178.27,1200.96,1200.96
-93.8782,0.963152,0.0792145,6,95,0,96.3068,-133.829,21.5051,74.3747,382.293,382.293,425.303,554.334,575.839,618.849,683.364,726.374,726.374,790.89,790.89,812.395,898.415,984.435,1070.46,1070.46,1091.96,1113.47,1134.97,1134.97
-92.1719,0.998988,0.114852,3,15,0,93.9755,-133.898,22.3163,82.5665,401.693,401.693,446.326,580.224,602.54,647.173,714.122,758.755,758.755,825.704,825.704,848.02,937.285,1026.55,1115.82,1115.82,1138.13,1160.45,1182.76,1182.76
-93.481,0.80216,0.178813,9,767,0,97.6483,-57.7602,20.0228,88.8361,422.786,422.786,462.832,582.969,602.991,643.037,703.105,743.151,743.151,803.219,803.219,823.242,903.333,983.424,1063.52,1063.52,1083.54,1103.56,1123.58,1123.58
-95.1472,0.663521,0.183546,2,5,0,96.6403,-57.8636,20.4295,120.739,432.444,432.444,473.303,595.88,616.309,657.168,718.456,759.315,759.315,820.604,820.604,841.033,922.751,1004.47,1086.19,1086.19,1106.62,1127.05,1147.48,1147.48
-95.5821,0.981749,0.141142,3,7,0,96.7037,-58.0359,19.7778,68.6242,416.632,416.632,456.188,574.855,594.633,634.188,693.522,733.078,733.078,792.411,792.411,812.189,891.3,970.412,1049.52,1049.52,1069.3,1089.08,1108.86,1108.86
-94.4011,1,0.210258,7,223,0,96.0353,-89.0214,21.8983,105.427,436.538,436.538,480.334,611.724,633.622,677.419,743.114,786.91,786.91,852.605,852.605,874.503,962.097,1049.69,1137.28,1137.28,1159.18,1181.08,1202.98,1202.98
-92.1241,0.839229,0.323831,4,29,0,95.6249,-93.1591,21.2939,75.6366,417.894,417.894,460.482,588.245,609.539,652.127,716.009,758.596,758.596,822.478,822.478,843.772,928.947,1014.12,1099.3,1099.3,1120.59,1141.89,1163.18,1163.18
-92.1241,0.000197979,0.35719,2,3,0,94.5999,-93.1591,21.2939,75.6366,417.894,417.894,460.482,588.245,609.539,652.127,716.009,758.596,758.596,822.478,822.478,843.772,928.947,1014.12,1099.3,1099.3,1120.59,1141.89,1163.18,1163.18
-92.2567,0.998281,0.0712029,9,639,0,92.5275,-107.382,21.8719,74.9065,417.543,417.543,461.287,592.518,614.39,658.133,723.749,767.493,767.493,833.108,833.108,854.98,942.467,1029.95,1117.44,1117.44,1139.31,1161.19,1183.06,1183.06
-92.4677,0.993619,0.109131,9,847,0,92.9535,-142.682,22.123,72.3283,388.27,388.27,432.516,565.254,587.377,631.623,697.992,742.238,742.238,808.607,808.607,830.73,919.222,1007.71,1096.21,1096.21,1118.33,1140.45,1162.57,1162.57
-93.5165,0.876818,0.164971,9,859,0,94.9391,-76.3263,20.6693,64.0459,419.737,419.737,461.076,585.092,605.761,647.1,709.108,750.446,750.446,812.454,812.454,833.124,915.801,998.478,1081.16,1081.16,1101.82,1122.49,1143.16,1143.16
-93.1201,1,0.196436,1,1,0,93.6586,-76.3292,20.7058,66.2226,420.609,420.609,462.021,586.255,606.961,648.373,710.49,751.902,751.902,814.019,814.019,834.725,917.548,1000.37,1083.19,1083.19,1103.9,1124.61,1145.31,1145.31
-94.5354,0.317785,0.298609,2,7,0,95.7515,-75.9215,20.9021,115.232,425.73,425.73,467.534,592.947,613.849,655.653,718.36,760.164,760.164,822.87,822.87,843.772,927.381,1010.99,1094.6,1094.6,1115.5,1136.4,1157.3,1157.3
-92.6538,0.981795,0.116487,3,7,0,95.5183,-75.9844,21.294,75.2943,435.071,435.071,477.659,605.423,626.717,669.305,733.187,775.775,775.775,839.657,839.657,860.951,946.126,1031.3,1116.48,1116.48,1137.77,1159.07,1180.36,1180.36
-92.9264,0.991835,0.170523,3,7,0,93.4919,-76.3439,21.4306,82.4962,437.991,437.991,480.852,609.436,630.866,673.728,738.019,780.881,780.881,845.172,845.172,866.603,952.325,1038.05,1123.77,1123.77,1145.2,1166.63,1188.06,1188.06
-92.8562,0.852593,0.253657,2,3,0,93.6865,-76.5539,21.169,67.228,431.503,431.503,473.841,600.855,622.024,664.362,727.87,770.208,770.208,833.715,833.715,854.884,939.56,1024.24,1108.91,1108.91,1130.08,1151.25,1172.42,1172.42
-93.2,0.208265,0.286127,2,7,0,94.9779,-76.9775,21.2077,64.7669,432.008,432.008,474.423,601.669,622.877,665.292,728.916,771.331,771.331,834.954,834.954,856.162,940.993,1025.82,1110.65,1110.65,1131.86,1153.07,1174.28,1174.28
-92.9332,0.947598,0.0917643,5,47,0,95.6008,-75.8359,20.8733,65.4069,425.123,425.123,466.87,592.109,612.983,654.729,717.349,759.096,759.096,821.716,821.716,842.589,926.082,1009.58,1093.07,1093.07,1113.94,1134.82,1155.69,1155.69
-93.3694,0.976295,0.124903,2,7,0,93.9931,-75.818,20.7274,63.8692,421.639,421.639,463.094,587.458,608.186,649.64,711.823,753.277,753.277,815.459,815.459,836.187,919.096,1002.01,1084.92,1084.92,1105.64,1126.37,1147.1,1147.1
-92.4646,0.973925,0.179174,2,3,0,93.6597,-75.9941,20.9219,86.9559,426.132,426.132,467.976,593.507,614.429,656.273,719.038,760.882,760.882,823.648,823.648,844.57,928.258,1011.95,1095.63,1095.63,1116.55,1137.48,1158.4,1158.4
-93.04,0.574222,0.254992,2,3,0,93.8043,-75.9828,20.4788,77.2302,415.508,415.508,456.466,579.339,599.818,640.775,702.212,743.169,743.169,804.606,804.606,825.084,907,988.915,1070.83,1070.83,1091.31,1111.79,1132.27,1132.27
-93.0656,0.712764,0.168278,3,7,0,94.9498,-75.5704,20.6229,68.4759,419.378,419.378,460.624,584.361,604.984,646.23,708.098,749.344,749.344,811.213,811.213,831.836,914.327,996.818,1079.31,1079.31,1099.93,1120.56,1141.18,1141.18
-92.827,1,0.145142,2,3,0,93.1324,-75.5549,20.6859,69.3581,420.906,420.906,462.278,586.393,607.079,648.451,710.509,751.88,751.88,813.938,813.938,834.624,917.367,1000.11,1082.85,1082.85,1103.54,1124.23,1144.91,1144.91
-93.0614,0.841018,0.216164,8,303,0,94.5825,-113.761,21.7345,62.1105,407.868,407.868,451.337,581.744,603.479,646.948,712.151,755.62,755.62,820.824,820.824,842.558,929.497,1016.43,1103.37,1103.37,1125.11,1146.84,1168.58,1168.58
-93.0477,0.950432,0.237567,2,7,0,94.2494,-113.836,21.4385,95.3865,400.688,400.688,443.564,572.195,593.634,636.511,700.826,743.703,743.703,808.018,808.018,829.457,915.211,1000.96,1086.72,1086.72,1108.16,1129.6,1151.03,1151.03
